obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..52,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..78,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..86,Duration,Fo..88,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..105,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..156,hhmmss..157,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,AccH2O_hum,AccCO2_soda,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
50,NA,1658942130,337,7/27/22 12:15,12:15:30,5,e_y_630_35,ozzie,1658942123,0.01035753,10.35752967,67.06050873,733.4929581,538.162108,48.64910217,66.30673793,0.655984506,3.546327735,0.595276093,0.377032666,321.5135665,26.70842328,26.70842328,3.518322711,54.48208604,1.993379236,3.658779208,1.524943475,-456.7670584,127.4673349,7.760272385,-0.025884649,105.4295066,10.32367581,67.06050873,830.9644012,773.7042121,3.413547359,66.33,10.35752967,16.0503708,22.08383697,0.006750399,88.64065073,0,0,1,0,48079,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.017407,1681.211922,0.840598645,0.160755384,3,0.5,0: Broadleaf,2,TRUE,1658942123,733.493,801.2880741,22.0509963,15.99391852,725.7664815,21.68854815,500.0445185,90.34951481,0.049087104,27.37512963,27.4387037,999.9,0,0,9998.148148,0,15.9976,-67.79504074,750.0321852,814.3128889,6.057080741,801.2880741,15.99391852,1.992295926,1.445042593,17.38324074,12.39865185,2000.017407,0.979996778,0.020003037,0,832.2191481,5.00063,16400.51852,17257.03704,38.5,38.43933333,38,37.75,39.43933333,1955.107407,39.91,0,1658942131,0,832.22936,-1.005153847,-16.14615384,16400.236,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-67.47232439,-6.626652962,0.758907408,0,832.2375588,-0.322123758,0.20440332,1,6.07164561,-0.349332753,0.041185652,0,1,3,3-Jan,2.97329,2.7023,0.138521,0.147588,0.0974309,0.0786709,33576.8,36298.9,35319.8,38620.9,45198.2,51383.2,55204.7,61933.3,1.9894,1.844,0.122815,0,25.4359,999.9,49.029,28.782,21.5523,60.545,47.2075,1,-0.0436992,0.174728,20.1127,5.19932,12.0052,4.976,3.294,9999,9999,9999,618.7,1.86325,1.86807,1.86783,1.86905,1.86981,1.8659,1.86697,1.86832,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.861,0.3641,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.1,23175,1.78345,2.58667,1.54785,2.30591,1.34644,2.39258,33.0652,24.2188,18,502.853,409.374,25,26.6642,30.0001,26.5846,26.5249,35.8257,26.5175,41.2719,25,843.911,16.2161,102.411,103.097,6
51,NA,1658942135,342,7/27/22 12:15,12:15:35,5,e_y_630_35,ozzie,1658942127,0.010277325,10.27732497,67.87054879,748.9315641,549.3926782,49.66385392,67.70171732,0.649439432,3.546768583,0.589884271,0.373572292,321.5106173,26.72783741,26.72783741,3.522345195,54.53249746,1.995447681,3.659189977,1.526897514,-453.2300313,124.1374552,7.557413725,-0.024545088,105.9933906,10.25651197,67.87054879,847.8373611,790.3140606,3.365765368,66.33,10.27732497,16.13468389,22.12068485,0.006713908,88.64065073,0,0,1,0,47302,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.998929,1681.1964,0.84059865,0.160755395,3,0.5,0: Broadleaf,2,TRUE,1658942127,748.9316071,817.1256786,22.07408929,16.05697857,741.1208214,21.71059286,500.0793214,90.34883571,0.048899621,27.37704643,27.443475,999.9,0,0,10000,0,16.00547143,-68.19395,765.8371071,830.4614643,6.017115357,817.1256786,16.05697857,1.9943675,1.450729286,17.39968929,12.45836429,1999.998929,0.979996679,0.020003143,0,832.0926071,5.00063,16398.06071,17256.875,38.5,38.44825,38,37.75,39.44375,1955.088929,39.91,0,1658942135,0,832.11444,-2.424461531,-46.43076911,16397.816,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-67.9185225,-5.216657786,0.616761224,0,832.1618235,-1.424690604,0.24226826,0,6.038944,-0.537236398,0.055499811,0,0,3,0/3,2.97335,2.70143,0.140521,0.149618,0.0975492,0.0789486,33498.5,36212.7,35319.4,38621.1,45191.1,51368.2,55203.4,61933.8,1.9904,1.843,0.124186,0,25.4389,999.9,49.005,28.782,21.5375,60.705,47.1995,1,-0.0436179,0.177342,20.1129,5.19932,12.0076,4.9736,3.294,9999,9999,9999,618.7,1.86322,1.86804,1.86783,1.86902,1.86981,1.86587,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.949,0.3659,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.1,23175.1,1.81274,2.60132,1.54785,2.30591,1.34644,2.29614,33.0875,24.2101,18,503.537,408.826,25.0003,26.6665,30.0002,26.5868,26.5262,36.3402,26.5175,41.2719,25,857.355,16.2383,102.409,103.098,6
52,NA,1658942140,347,7/27/22 12:15,12:15:40,5,e_y_630_35,ozzie,1658942133,0.010254028,10.25402824,67.51823837,766.2406614,566.8977965,51.24628523,69.26643168,0.648362481,3.545572337,0.588976952,0.37299182,321.5124434,26.73568961,26.73568961,3.52397326,54.59894454,1.9982282,3.659829355,1.525745061,-452.2026453,123.1648828,7.501140102,-0.02417904,106.2613197,10.18056104,67.51823837,864.0191912,806.9082242,3.322895671,66.33,10.25402824,16.18061027,22.14927818,0.007341927,88.64065073,0,0,1,0,47944,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.01037,1681.206011,0.840598647,0.160755388,3,0.5,0: Broadleaf,2,TRUE,1658942133,766.2407037,834.6732222,22.10484444,16.13194444,758.3357037,21.73995556,500.0345556,90.34878148,0.048968422,27.38002963,27.4480963,999.9,0,0,9995.185185,0,16.01311111,-68.43245926,783.5616296,848.3595556,5.972904074,834.6732222,16.13194444,1.997145926,1.457501481,17.42171481,12.52939259,2000.01037,0.979996778,0.020003037,0,831.8407407,5.00063,16393.97778,17256.98519,38.5,38.458,38,37.75,39.44866667,1955.10037,39.91,0,1658942141,0,831.8424615,-3.345709399,-58.25641026,16393.58462,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-68.15244878,-4.053227875,0.569053413,0,832.0394706,-2.536959508,0.324949248,0,6.009059268,-0.499947178,0.053998731,0,0,3,0/3,2.97364,2.7029,0.142492,0.151445,0.0975947,0.07899,33421.8,36134.3,35319.6,38620.4,45189.1,51365.6,55203.7,61933.5,1.9894,1.8444,0.122875,0,25.4423,999.9,48.981,28.782,21.5298,60.445,47.6322,1,-0.0432317,0.177298,20.1132,5.19932,12.0076,4.9752,3.2938,9999,9999,9999,618.7,1.86322,1.86813,1.86783,1.86905,1.86981,1.86594,1.86697,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.037,0.3665,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.2,23175.2,1.8396,2.58789,1.54785,2.30591,1.34644,2.37915,33.0652,24.2188,18,502.883,409.628,25.0001,26.6687,30.0004,26.5873,26.5284,36.8672,26.5175,41.2719,25,870.747,16.2657,102.409,103.097,6
53,NA,1658942145,352,7/27/22 12:15,12:15:45,5,e_y_630_35,ozzie,1658942137,0.010175502,10.17550172,68.91626372,781.5176352,576.48195,52.11270283,70.64747869,0.642343999,3.54739081,0.584029807,0.369815758,321.5131823,26.75236152,26.75236152,3.52743217,54.66591105,2.000596079,3.65967756,1.526836091,-448.7396257,119.9041603,7.29939013,-0.022893021,106.0143424,10.15741745,68.91626372,880.3906123,822.9954667,3.203752381,66.33,10.17550172,16.18740904,22.15275394,0.000692577,88.64065073,0,0,1,0,47691,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.015,1681.2099,0.840598645,0.160755385,3,0.5,0: Broadleaf,2,TRUE,1658942137,781.5176786,849.8861429,22.131025,16.17171786,773.5297857,21.76494286,500.0223929,90.34890714,0.048897725,27.37932143,27.44853571,999.9,0,0,10002.5,0,16.02003571,-68.36845357,799.2051429,863.8564643,5.959294286,849.8861429,16.17171786,1.999513214,1.461098214,17.440475,12.56701071,2000.015,0.979996679,0.020003143,0,831.5794286,5.00063,16389.29643,17257.00714,38.5,38.45725,38,37.75,39.45275,1955.105,39.91,0,1658942146,0,831.5681154,-3.829299138,-59.80170939,16388.95385,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-68.36364634,0.497084321,0.374641807,1,831.7372353,-3.517066459,0.399594357,0,5.972905854,-0.218329756,0.028591025,0,1,3,3-Jan,2.97377,2.70343,0.14437,0.153145,0.0976094,0.0790808,33349,36062.1,35319.9,38620.6,45188.8,51360.4,55204.2,61933.2,1.9906,1.843,0.122726,0,25.4445,999.9,48.956,28.782,21.5195,60.695,47.2676,1,-0.0432724,0.176688,20.1133,5.19812,12.004,4.9756,3.2936,9999,9999,9999,618.7,1.86322,1.86813,1.86783,1.86905,1.86981,1.86587,1.86697,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.122,0.3668,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.3,23175.3,1.87012,2.59644,1.54785,2.30591,1.34644,2.29736,33.0875,24.2188,18,503.698,408.859,24.9999,26.6687,30.0004,26.5896,26.5306,37.5027,26.2411,41.2719,25,891.007,16.2963,102.41,103.097,6
54,NA,1658942150,357,7/27/22 12:15,12:15:50,5,e_y_630_35,ozzie,1658942143,0.010098165,10.09816452,69.36901743,798.4092154,589.9266857,53.32835617,72.17481772,0.635793835,3.549724677,0.578640231,0.366356067,321.5139212,26.77152207,26.77152207,3.531411059,54.70085119,2.002105893,3.66010007,1.529305167,-445.3290551,116.693466,7.100011962,-0.021656022,106.6648499,10.13528826,69.36901743,898.1193755,839.4852424,3.404379567,66.33,10.09816452,16.22859384,22.15494424,-0.000316121,88.64065073,0,0,1,0,47418,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.01963,1681.213789,0.840598644,0.160755383,3,0.5,0: Broadleaf,2,TRUE,1658942143,798.4092593,867.2594815,22.14761111,16.20146296,790.3298889,21.78077407,500.0287037,90.34942222,0.048855163,27.38129259,27.4542963,999.9,0,0,10011.85185,0,16.02331481,-68.85033333,816.4926667,881.542037,5.946127778,867.2594815,16.20146296,2.001023333,1.463794444,17.45242963,12.59512222,2000.01963,0.979996667,0.020003156,0,831.2109259,5.00063,16382.92963,17257.04815,38.5,38.45566667,38,37.75,39.46266667,1955.10963,39.91,0,1658942150,0,831.221,-4.572854693,-78.71794876,16383.27308,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-68.59294878,-3.108428571,0.758769685,0,831.4875294,-3.945148967,0.426173897,0,5.954017561,-0.157320836,0.020213042,0,0,3,0/3,2.97374,2.7028,0.146307,0.155279,0.0976223,0.0790903,33273,35970.8,35319.4,38620.1,45187.6,51359.5,55203.4,61932.8,1.99,1.8434,0.123292,0,25.4488,999.9,48.932,28.782,21.5074,60.405,47.6122,1,-0.0430488,0.175381,20.1133,5.19812,12.0088,4.9756,3.294,9999,9999,9999,618.7,1.86325,1.8681,1.86783,1.86905,1.86981,1.86587,1.86694,1.86835,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.209,0.3669,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.4,23175.4,1.89697,2.57935,1.54785,2.30591,1.34644,2.41455,33.0875,24.2188,18,503.321,409.083,24.9997,26.671,30.0002,26.5918,26.5311,38.0265,25.9162,40.9013,25,904.501,16.329,102.409,103.096,6
55,NA,1658942155,362,7/27/22 12:15,12:15:55,5,e_y_630_35,ozzie,1658942147,0.010049534,10.04953423,68.64816703,813.6295998,605.4709793,54.73368829,73.55092222,0.631442989,3.549890108,0.57503419,0.364043616,321.5119283,26.78273658,26.78273658,3.533741686,54.70342186,2.002274558,3.660236398,1.531467128,-443.1844595,114.6743681,6.977251349,-0.020911726,106.9969211,10.11654042,68.64816703,914.5832896,856.4830242,3.384932814,66.33,10.04953423,16.19976035,22.13786,-0.006608167,88.64065073,0,0,1,0,47806,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.007143,1681.2033,0.840598648,0.16075539,3,0.5,0: Broadleaf,2,TRUE,1658942147,813.6296429,882.7606786,22.14941429,16.21443214,805.4679286,21.78249286,500.0418571,90.34959286,0.048940132,27.38192857,27.45738571,999.9,0,0,10012.5,0,16.01727857,-69.13117857,832.0591429,897.3103214,5.934967143,882.7606786,16.21443214,2.00119,1.464968929,17.45375,12.60734286,2000.007143,0.979996357,0.020003486,0,830.8151071,5.00063,16375.58214,17256.93571,38.5,38.4505,38,37.75,39.47075,1955.097143,39.91,0,1658942156,0,830.7514,-5.943769238,-110.669231,16374.52,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-68.94054146,-4.445730314,0.992062596,0,831.0127647,-4.997585942,0.530947381,0,5.940496341,-0.159667735,0.02339723,0,0,3,0/3,2.97415,2.70306,0.148222,0.156995,0.0975853,0.0793844,33197.8,35897.4,35318.8,38619.7,45189.5,51342.4,55203.4,61931.9,1.9906,1.8444,0.123382,0,25.4513,999.9,48.907,28.792,21.5092,60.535,47.1434,1,-0.0430488,0.176253,20.113,5.19812,12.0088,4.9756,3.294,9999,9999,9999,618.7,1.86325,1.86804,1.86783,1.86902,1.86981,1.86587,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.297,0.3664,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.5,23175.4,1.92749,2.59766,1.54785,2.30591,1.34644,2.31323,33.0875,24.2188,18,503.726,409.661,24.9999,26.6732,30.0002,26.5932,26.5329,38.6382,24.7992,40.9013,25,924.754,16.5606,102.408,103.095,6
56,NA,1658942160,367,7/27/22 12:16,12:16:00,5,e_y_630_35,ozzie,1658942153,0.009921977,9.921977245,70.30973266,830.6716226,614.1509702,55.51861604,75.09186031,0.619791357,3.549141546,0.565338694,0.35782952,321.5078918,26.81510065,26.81510065,3.540475199,54.69612458,2.002569577,3.661264107,1.537905622,-437.5591965,109.3748261,6.657445203,-0.019033364,108.3576814,10.00244362,70.30973266,932.1611344,872.9645636,3.40211316,66.33,9.921977245,16.37518707,22.18648788,0.001419192,88.64065073,0,0,1,0,47780,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.981852,1681.182055,0.840598655,0.160755405,3,0.5,0: Broadleaf,2,TRUE,1658942153,830.6716667,900.663,22.15257037,16.28476667,822.4182222,21.7855037,500.0608889,90.34992963,0.049041844,27.38672222,27.4668,999.9,0,0,10009.44444,0,16.01433333,-69.9914037,849.4901111,915.573963,5.867803333,900.663,16.28476667,2.001482963,1.471327407,17.45606296,12.67321852,1999.981852,0.979996222,0.02000363,0,830.3177778,5.00063,16365.72593,17256.72593,38.5,38.45566667,38,37.75,39.46966667,1955.071852,39.91,0,1658942161,0,830.27296,-6.38500001,-117.4000002,16365.48,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-69.29851951,-6.874601394,1.136757826,0,830.6297059,-5.818976314,0.59441244,0,5.905601463,-0.575715679,0.069736478,0,0,3,0/3,2.97325,2.70356,0.150157,0.159073,0.0977391,0.0799928,33122.7,35809.3,35319,38620,45181.7,51309.2,55203.4,61932.8,1.99,1.8444,0.124186,0,25.4556,999.9,48.883,28.782,21.486,60.575,47.6042,1,-0.042561,0.175599,20.1129,5.19812,12.0064,4.9756,3.2938,9999,9999,9999,618.7,1.86322,1.8681,1.86783,1.86905,1.86981,1.8659,1.86697,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.386,0.3687,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.6,23175.5,1.95435,2.58667,1.54785,2.30591,1.34644,2.39136,33.0875,24.2188,18,503.341,409.677,24.9999,26.6755,30.0005,26.5941,26.5351,39.1735,24.5164,40.9013,25,938.346,16.6196,102.408,103.096,6
57,NA,1658942165,372,7/27/22 12:16,12:16:05,5,e_y_630_35,ozzie,1658942157,0.009940633,9.940632934,70.42857423,846.2803125,629.7314887,56.92690388,76.50263464,0.622251306,3.545013707,0.567328156,0.35910987,321.5110163,26.81307134,26.81307134,3.540052663,54.74525759,2.0046782,3.661829879,1.535374463,-438.3819124,110.1397208,6.711829666,-0.019345621,108.5702831,9.888411278,70.42857423,949.5114396,890.2249333,3.405328571,66.33,9.940632934,16.50662288,22.24860606,0.013858061,88.64065073,0,0,1,0,47393,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.001429,1681.1985,0.840598649,0.160755393,3,0.5,0: Broadleaf,2,TRUE,1658942157,846.2803571,916.433,22.17596429,16.37536071,837.9431429,21.80784286,500.0751786,90.34947857,0.049214993,27.38936071,27.47437857,999.9,0,0,9992.857143,0,16.00940714,-70.15257857,865.4735357,931.6915357,5.800606071,916.433,16.37536071,2.003586786,1.479504643,17.47268929,12.75759643,2000.001429,0.979996464,0.020003371,0,829.7769286,5.00063,16356.525,17256.90357,38.5,38.4595,38,37.75,39.47075,1955.091429,39.91,0,1658942165,0,829.7414,-7.033923069,-119.1153845,16355.964,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-69.98473171,-4.432958885,1.080589365,0,830.0260882,-6.620641707,0.668912083,0,5.832949512,-0.925418676,0.09895701,0,0,3,0/3,2.97292,2.7029,0.152062,0.160768,0.0979222,0.0802495,33048.5,35736.7,35319.1,38619.5,45172.3,51294.1,55203.2,61932,1.9882,1.845,0.124276,0,25.4595,999.9,48.834,28.792,21.4778,60.375,47.1635,1,-0.0429268,0.17756,20.1126,5.19812,12.0052,4.9748,3.2938,9999,9999,9999,618.7,1.86325,1.86804,1.86783,1.86902,1.86981,1.86587,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.474,0.3714,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.6,23175.6,1.98486,2.59277,1.54785,2.30591,1.34644,2.2998,33.0875,24.2101,18,502.17,410.031,25,26.6755,30.0002,26.5963,26.5373,39.7755,24.2266,40.9013,25,958.456,16.6521,102.408,103.095,6
58,NA,1658942170,377,7/27/22 12:16,12:16:10,5,e_y_630_35,ozzie,1658942163,0.009832176,9.832176033,70.88215543,863.5967333,642.8688937,58.11417206,78.067565,0.613959429,3.544606872,0.560417353,0.354681463,321.5102563,26.83985504,26.83985504,3.545633037,54.83570574,2.008373817,3.662529351,1.53725922,-433.5989631,105.6320651,6.438841812,-0.017799921,109.6832929,9.755278282,70.88215543,966.7688322,907.0035455,3.446398788,66.33,9.832176033,16.56192715,22.28028727,0.007592542,88.64065073,0,0,1,0,47800,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.996667,1681.1945,0.840598651,0.160755396,3,0.5,0: Broadleaf,2,TRUE,1658942163,863.5967778,934.4511481,22.21697407,16.49468519,855.167037,21.84698889,500.0732593,90.34877037,0.049400441,27.39262222,27.48399259,999.9,0,0,9991.296296,0,16.00984444,-70.8543,883.22,950.1241111,5.722295556,934.4511481,16.49468519,2.007276667,1.490274444,17.50182222,12.86860741,1999.996667,0.979996667,0.020003156,0,829.1634444,5.00063,16345.85556,17256.85926,38.5,38.46966667,38,37.75,39.465,1955.086667,39.91,0,1658942171,0,829.1541154,-6.837709414,-123.6615386,16345.71923,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-70.36806341,-4.358184669,0.997010924,0,829.5583235,-6.612727279,0.675260199,0,5.789002683,-0.908703345,0.098028014,0,0,3,0/3,2.97332,2.70285,0.153957,0.162762,0.0980135,0.0803822,32974.4,35651.6,35318.8,38619.2,45168,51286,55203.6,61931.1,1.9902,1.845,0.124276,0,25.4638,999.9,48.81,28.792,21.4676,60.385,47.6162,1,-0.0424797,0.176906,20.1128,5.19812,12.0076,4.9756,3.294,9999,9999,9999,618.7,1.86325,1.8681,1.86783,1.86902,1.86981,1.86587,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.563,0.3729,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.7,23175.7,2.01172,2.58301,1.54785,2.30591,1.34644,2.40234,33.0875,24.2188,18,503.515,410.046,24.9999,26.6777,30.0001,26.5985,26.5395,40.3033,23.9323,40.9013,25,971.934,16.689,102.408,103.093,6
59,NA,1658942175,382,7/27/22 12:16,12:16:15,5,e_y_630_35,ozzie,1658942167,0.00974199,9.741989681,71.48837574,879.2909906,654.4539621,59.16092577,79.48560485,0.607425034,3.544130904,0.554958099,0.351184322,321.5127833,26.86193872,26.86193872,3.550239939,54.93165447,2.012185383,3.663070779,1.538054556,-429.6217449,101.8806289,6.211769204,-0.016563518,109.8317247,9.70308268,71.48837574,983.8587816,924.0562182,3.37680961,66.33,9.741989681,16.6268108,22.30792848,0.005099071,88.64065073,0,0,1,0,47571,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0125,1681.2078,0.840598646,0.160755387,3,0.5,0: Broadleaf,2,TRUE,1658942167,879.2910357,950.2967143,22.25933214,16.56807143,870.7774643,21.88743214,500.0877143,90.34799643,0.049387029,27.39514643,27.49685357,999.9,0,0,9989.464286,0,16.00547143,-71.00565714,899.3095357,966.3073214,5.691273214,950.2967143,16.56807143,2.011086786,1.496892143,17.53188571,12.93637857,2000.0125,0.979996893,0.020002914,0,828.6620714,5.00063,16336.11786,17256.99643,38.5,38.4775,38,37.75,39.473,1955.1025,39.91,0,1658942176,0,828.6199231,-6.283829066,-125.8017094,16335.67308,15,0,--:--:--,1657551627,1657551629,0,0.403,0.009,9.41,0.087,417,17,1.61,0.59,-70.8097,-3.986289199,0.886753572,0,828.9597647,-6.455553861,0.657774638,0,5.713569756,-0.410530035,0.046570844,0,0,3,0/3,2.97274,2.70285,0.155827,0.164442,0.0981068,0.0805814,32901.6,35580.2,35318.7,38619.4,45163.5,51275.2,55203.8,61931.4,1.989,1.8454,0.124276,0,25.4663,999.9,48.785,28.792,21.4562,59.825,47.1274,1,-0.0425203,0.178867,20.1124,5.19573,12.0076,4.9756,3.2938,9999,9999,9999,618.7,1.86325,1.86807,1.86783,1.86905,1.86981,1.866,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.65,0.3743,3.634629165,0.005626752,2.30E-07,-2.96E-10,-0.044408054,-0.017765173,0.002050254,-1.69E-05,-3,1845,1,26,23175.8,23175.8,2.04102,2.59521,1.54785,2.30591,1.34644,2.32666,33.0875,24.2101,18,502.741,410.288,25.0002,26.68,30.0001,26.6008,26.5418,40.8963,23.1908,40.9013,25,992.039,16.8744,102.408,103.094,6
