obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
77,1663773435,471.5,9/21/22 10:17,10:17:15,5,albert,a_y_140_91,1663773428,0.002250209,2.25020871,30.14694325,1180.299222,786.564024,71.42931125,107.1851215,0.13454037,2.762137386,0.131002886,0.082186886,321.5058096,25.73304051,25.03211481,3.185770674,54.53625067,1.667597983,3.057778932,1.518172691,-99.23420411,-102.1808974,-7.80054036,112.2901677,50.15624253,2.293987611,30.14694325,1279.263489,1226.46103,3.455179221,63.36,2.25020871,15.72061117,18.37080848,1.15E-05,93.30333822,0,0,1,0,48390,1999.975926,1681.176489,0.840598363,0.16075484,6,0.5,0: Broadleaf,2,TRUE,1663773428,1180.299259,1243.727037,18.36322593,15.66136667,1175.502963,18.15873333,500.0695556,90.71178148,0.100039381,24.34593333,25.03211481,999.9,0,0,10004.00556,0,8.306071481,-63.42625185,1202.38037,1263.514074,2.701870741,1243.727037,15.66136667,1.66576,1.420668889,14.58098148,12.14,1999.975926,0.980003222,0.01999687,0,815.0554815,5.00056,16271.15185,17294.68519,37.74281481,38.37033333,37.21737037,37.23133333,38.43940741,1955.085556,39.89037037,0,1663773442,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.39918,-0.355774109,0.080465627,0,2.7431465,-0.709776585,0.068829327,0,0,2,0/2,2.98007,2.72829,0.176692,0.183917,0.0893116,0.0806804,24677.1,24149.8,30500,29836.9,38328.9,36117.4,46643.4,44359,1.88625,1.88927,0.110134,0,23.2321,999.9,52.4,27.2,20.9197,63.4395,23.2492,1,-0.0534959,2.16143,20.2307,5.23062,11.968,4.9709,3.28943,9999,9999,9999,367.8,4.97265,1.87672,1.87485,1.8776,1.87439,1.87805,1.87513,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.84,0.2047,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31661.4,31661.4,2.68799,2.50244,1.39893,2.34131,1.44897,2.41333,33.0652,15.568,18,493.869,467.703,20.6767,26.2332,30.0001,26.0739,26.1529,53.8699,29.5668,50.7779,20.6513,1289.73,15.8419,100.812,102.012,6
78,1663773440,476.5,9/21/22 10:17,10:17:20,5,albert,a_y_140_91,1663773432,0.002217044,2.21704354,30.2717775,1196.213534,795.0466619,72.19926321,108.6297697,0.132488772,2.762399118,0.129057185,0.080961652,321.5072,25.7335966,25.03559643,3.186431847,54.58041289,1.668102071,3.056228384,1.518329777,-97.7716201,-103.9698176,-7.936156456,111.8296058,50.23007847,2.255961329,30.2717775,1296.807589,1243.779879,3.47014026,63.36,2.21704354,15.76332354,18.37447939,1.64E-05,93.30333822,0,0,1,0,48453,1999.984643,1681.18381,0.84059836,0.160754834,6,0.5,0: Broadleaf,2,TRUE,1663773432,1196.213571,1259.720714,18.36887143,15.71175,1191.389286,18.16427857,500.0573571,90.71136429,0.099988889,24.33746786,25.03559643,999.9,0,0,10005.59893,0,8.296967857,-63.50589643,1218.598929,1279.828571,2.657132857,1259.720714,15.71175,1.666265,1.425234286,14.58568214,12.18873571,1999.984643,0.980003429,0.019996657,0,814.4357857,5.00056,16260.29643,17294.76786,37.72296429,38.375,37.243,37.24317857,38.43935714,1955.094286,39.89035714,0,1663773447,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.4863439,-0.764395819,0.124823055,0,2.684723659,-0.60661547,0.060528693,0,0,2,0/2,2.97995,2.72845,0.178233,0.185434,0.0893182,0.0807771,24630.8,24105.1,30499.9,29837,38328.5,36113.9,46643.1,44359.2,1.88635,1.88935,0.109076,0,23.2296,999.9,52.4,27.2,20.9208,63.1495,23.8221,1,-0.0533054,2.21231,20.23,5.23107,11.968,4.971,3.28958,9999,9999,9999,367.8,4.97268,1.87677,1.87485,1.87761,1.8744,1.87805,1.87514,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.87,0.2047,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31661.5,31661.5,2.71484,2.50732,1.39893,2.34131,1.44897,2.45117,33.0652,15.5768,18,493.929,467.751,20.6407,26.2337,30.0003,26.0746,26.1529,54.3856,29.2807,50.7779,20.6116,1303.17,15.898,100.812,102.012,6
79,1663773445,481.5,9/21/22 10:17,10:17:25,5,albert,a_y_140_91,1663773438,0.002178145,2.178145456,30.31577258,1214.115148,805.4364876,73.14287206,110.2555823,0.130146668,2.762570408,0.1268339,0.079561803,321.5101461,25.73425443,25.03435926,3.18619689,54.62143295,1.668356389,3.054398794,1.517840501,-96.05621461,-105.2804369,-8.035245058,112.1382495,50.2377538,2.214313,30.31577258,1313.880828,1260.995091,3.427785281,63.36,2.178145456,15.80417723,18.36969576,-1.68E-05,93.30333822,0,0,1,0,48403,2000.002963,1681.199211,0.84059836,0.160754835,6,0.5,0: Broadleaf,2,TRUE,1663773438,1214.115185,1277.617778,18.37164815,15.76365185,1209.259259,18.1670037,500.0695185,90.7115037,0.099967085,24.32747407,25.03435926,999.9,0,0,10006.5963,0,8.281144074,-63.50224074,1236.838519,1298.080741,2.608000741,1277.617778,15.76365185,1.666519259,1.429945556,14.58804815,12.23892963,2000.002963,0.980003556,0.019996526,0,813.7795926,5.00056,16248.35185,17294.92593,37.70574074,38.37959259,37.26351852,37.25225926,38.43485185,1955.112222,39.89074074,0,1663773452,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.48346098,-0.198169338,0.136861979,0,2.637508049,-0.549780418,0.054927762,0,0,2,0/2,2.98027,2.7283,0.179752,0.186896,0.0893039,0.0809422,24584.6,24062,30499,29837.3,38328.1,36107.6,46641.7,44359.4,1.88627,1.8895,0.109769,0,23.2267,999.9,52.3,27.2,20.88,63.2195,23.2853,1,-0.0528252,2.21813,20.23,5.23002,11.968,4.9707,3.2895,9999,9999,9999,367.8,4.97267,1.87681,1.87485,1.87763,1.8744,1.87805,1.87515,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.9,0.2046,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31661.6,31661.6,2.73926,2.50122,1.39893,2.34131,1.44897,2.44141,33.0652,15.5768,18,493.895,467.863,20.6018,26.2354,30.0002,26.0756,26.1549,54.9856,28.9793,50.407,20.586,1323.33,15.9526,100.809,102.013,6
80,1663773450,486.5,9/21/22 10:17,10:17:30,5,albert,a_y_140_91,1663773442,0.002123582,2.123582243,30.29543006,1230.074605,811.7612963,73.71771845,111.7056133,0.126876779,2.762760191,0.123726425,0.077605547,321.512672,25.74055706,25.03056071,3.185475583,54.65363804,1.668475449,3.05281681,1.517000134,-93.64997693,-106.0096041,-8.089833846,113.7632572,50.22730512,2.174687941,30.29543006,1330.974369,1278.130727,3.423501299,63.36,2.123582243,15.8745316,18.3754303,3.48E-05,93.30333822,0,0,1,0,48406,2000.018929,1681.21261,0.84059835,0.160754815,6,0.5,0: Broadleaf,2,TRUE,1663773442,1230.074643,1293.548929,18.37283929,15.81150357,1225.190714,18.16818214,500.0670714,90.71204643,0.10001715,24.31882857,25.03056071,999.9,0,0,10007.65857,0,8.265738929,-63.47389286,1253.0975,1314.330714,2.561342857,1293.548929,15.81150357,1.666637857,1.434294643,14.58914643,12.28508571,2000.018929,0.980003857,0.019996214,0,813.1573214,5.00056,16238.00714,17295.06429,37.72071429,38.37942857,37.24971429,37.24992857,38.42607143,1955.128571,39.89035714,0,1663773457,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.45522439,0.277007666,0.148423734,0,2.597089268,-0.583048014,0.058513703,0,0,2,0/2,2.98012,2.72854,0.181234,0.188368,0.0893214,0.081175,24540.6,24018.4,30499.6,29837.2,38328.4,36098.4,46642.8,44359.4,1.88643,1.88927,0.109807,0,23.223,999.9,52.3,27.2,20.8794,63.2595,23.5377,1,-0.0530691,2.22274,20.2303,5.23047,11.968,4.9707,3.2895,9999,9999,9999,367.8,4.9727,1.8768,1.87485,1.87764,1.8744,1.87805,1.87515,1.87623,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.93,0.2047,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31661.7,31661.7,2.771,2.51343,1.39893,2.34131,1.44897,2.41455,33.0652,15.568,18,493.986,467.721,20.574,26.2364,30.0002,26.0768,26.1551,55.498,28.6813,50.407,20.557,1336.73,15.9951,100.811,102.013,6
81,1663773455,491.5,9/21/22 10:17,10:17:35,5,albert,a_y_140_91,1663773448,0.002101982,2.10198238,30.28686462,1247.955888,825.5516908,74.97066549,113.3303759,0.125632135,2.762695975,0.122542407,0.076860275,321.5130426,25.73705911,25.02593704,3.184597784,54.68549203,1.668499311,3.051082196,1.516098473,-92.69742295,-106.7310674,-8.144500813,113.9400514,50.1479536,2.133915222,30.28686462,1348.303531,1295.378485,3.442581818,63.36,2.10198238,15.8992075,18.37495455,-2.16E-06,93.30333822,0,0,1,0,48496,2000.021111,1681.214455,0.840598355,0.160754824,6,0.5,0: Broadleaf,2,TRUE,1663773448,1247.955926,1311.321481,18.37295185,15.8596037,1243.041481,18.1682963,500.0601852,90.71278148,0.100024456,24.30934444,25.02593704,999.9,0,0,10007.19778,0,8.254683333,-63.3655963,1271.314444,1332.454074,2.513353333,1311.321481,15.8596037,1.666662222,1.438668889,14.58936296,12.33142222,2000.021111,0.980003778,0.019996296,0,812.5452222,5.00056,16226.78148,17295.08889,37.73592593,38.37959259,37.259,37.25677778,38.4232963,1955.13037,39.89074074,0,1663773462,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.4581275,1.000296811,0.158838358,0,2.54382225,-0.562576998,0.055067859,0,0,2,0/2,2.98015,2.72844,0.182731,0.189798,0.0893203,0.0813158,24496,23976,30499.9,29837.2,38328.9,36092.9,46643.3,44359.4,1.88608,1.88967,0.109419,0,23.2195,999.9,52.3,27.2,20.8794,63.2095,23.4655,1,-0.052904,2.22486,20.2299,5.23062,11.968,4.97065,3.28948,9999,9999,9999,367.8,4.97266,1.87678,1.87485,1.87761,1.8744,1.87805,1.87514,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.96,0.2047,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31661.7,31661.7,2.79419,2.49878,1.39893,2.34131,1.44897,2.48169,33.0875,15.5855,18,493.796,467.99,20.5456,26.2377,30.0001,26.0772,26.1565,56.1003,28.406,50.407,20.5313,1356.76,16.0457,100.812,102.013,6
82,1663773460,496.5,9/21/22 10:17,10:17:40,5,albert,a_y_140_91,1663773452,0.002059493,2.059492871,30.49266397,1263.823176,830.4861784,75.41890058,114.7715121,0.123101747,2.761982073,0.120132896,0.075343836,321.513014,25.73943326,25.02193214,3.183837631,54.71996592,1.668583539,3.049313922,1.515254093,-90.8236356,-107.5474932,-8.208356784,114.9335285,50.14811697,2.094139938,30.49266397,1365.338674,1312.380727,3.395425108,63.36,2.059492871,15.95040139,18.3760503,-2.66E-06,93.30333822,0,0,1,0,48355,2000.021071,1681.21441,0.840598349,0.160754813,6,0.5,0: Broadleaf,2,TRUE,1663773452,1263.823214,1327.167857,18.37385,15.90740714,1258.881071,18.16917857,500.0713929,90.71291429,0.100036654,24.29967143,25.02193214,999.9,0,0,10002.9625,0,8.235989286,-63.34415,1287.479286,1348.621071,2.466449643,1327.167857,15.90740714,1.666746786,1.443008214,14.59014643,12.37723571,2000.021071,0.980003857,0.019996214,0,812.0813214,5.00056,16216.79286,17295.08214,37.76103571,38.37721429,37.252,37.25203571,38.43053571,1955.130714,39.89035714,0,1663773467,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.37175122,0.503343554,0.127166847,0,2.494720244,-0.583079373,0.05825444,0,0,2,0/2,2.98007,2.72834,0.184192,0.191254,0.0893274,0.0815912,24451.9,23932.5,30499.5,29836.6,38328.2,36081.2,46642.7,44358.3,1.88608,1.88965,0.109859,0,23.2157,999.9,52.3,27.2,20.8797,63.2195,23.3253,1,-0.0527998,2.20793,20.2305,5.23017,11.968,4.9705,3.28945,9999,9999,9999,367.8,4.97266,1.87671,1.87481,1.87759,1.87439,1.87805,1.87514,1.8762,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.99,0.2048,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31661.8,31661.8,2.82593,2.51343,1.39893,2.34131,1.44897,2.34009,33.0652,15.5592,18,493.809,467.98,20.5208,26.2392,30.0002,26.079,26.1573,56.6096,28.406,50.407,20.5155,1370.12,16.0904,100.811,102.01,6
83,1663773465,501.5,9/21/22 10:17,10:17:45,5,albert,a_y_140_91,1663773458,0.001999654,1.999653525,30.45401193,1281.574407,836.6447889,75.97826683,116.3836834,0.119538849,2.761512308,0.116736793,0.073206779,321.5112692,25.74495146,25.01804074,3.183099172,54.77250431,1.669066539,3.047270816,1.514032633,-88.18472046,-108.6146959,-8.290589634,116.4212632,50.19214901,2.048732693,30.45401193,1382.540601,1329.481576,3.426309957,63.36,1.999653525,16.04052995,18.39509818,9.07E-05,93.30333822,0,0,1,0,48447,2000.01,1681.205122,0.840598358,0.160754831,6,0.5,0: Broadleaf,2,TRUE,1663773458,1281.574444,1344.948889,18.37914815,15.96611481,1276.602222,18.17436667,500.0541111,90.7130037,0.100048433,24.28848889,25.01804074,999.9,0,0,10000.17593,0,8.230933333,-63.37410741,1305.570741,1366.772593,2.413028889,1344.948889,15.96611481,1.667228519,1.448335556,14.59461852,12.43328889,2000.01,0.980003556,0.019996526,0,811.532,5.00056,16205.94815,17294.98148,37.71522222,38.375,37.29603704,37.27525926,38.46033333,1955.119259,39.89074074,0,1663773472,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.36534634,-0.212094774,0.104248039,0,2.440167317,-0.616267317,0.061963576,0,0,2,0/2,2.9801,2.72841,0.185649,0.192669,0.089394,0.0817558,24408.2,23890.4,30499.4,29836.3,38325.7,36074.5,46642.9,44358,1.88638,1.88975,0.109613,0,23.2103,999.9,52.3,27.2,20.8787,63.3495,23.6659,1,-0.0528252,2.19403,20.2308,5.23017,11.968,4.9705,3.28945,9999,9999,9999,367.8,4.97265,1.87671,1.87483,1.8776,1.87439,1.87805,1.87513,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.01,0.2051,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31661.9,31661.9,2.84912,2.50122,1.39893,2.34131,1.44897,2.48779,33.0652,15.5855,18,493.974,468.047,20.5043,26.2399,30.0002,26.079,26.1577,57.2042,28.406,50.407,20.4975,1390.17,16.1221,100.811,102.01,6
84,1663773470,506.5,9/21/22 10:17,10:17:50,5,albert,a_y_140_91,1663773462,0.001987817,1.987816623,30.08806106,1297.40282,855.078475,77.65167996,117.8201902,0.118959667,2.761684439,0.116184527,0.072859273,321.5121227,25.73707119,25.0116,3.181877261,54.82833694,1.669659526,3.045249262,1.512217734,-87.66271309,-109.3108606,-8.342471923,116.1960771,50.16936298,2.014548852,30.08806106,1399.508367,1346.751394,3.457348918,63.36,1.987816623,16.05409202,18.39526485,-4.30E-06,93.30333822,0,0,1,0,48363,2000.015357,1681.209621,0.840598356,0.160754827,6,0.5,0: Broadleaf,2,TRUE,1663773462,1297.402857,1360.732857,18.38582143,16.01317143,1292.403929,18.18091071,500.0762143,90.71231786,0.100025375,24.27741786,25.0116,999.9,0,0,10001.26893,0,8.238354643,-63.32925357,1321.705,1382.877857,2.372650714,1360.732857,16.01317143,1.667820714,1.4525925,14.60012143,12.478,2000.015357,0.980003536,0.019996546,0,811.0685357,5.00056,16196.56786,17295.01429,37.71642857,38.375,37.28317857,37.25878571,38.464,1955.124643,39.89071429,0,1663773477,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.35053659,0.26273101,0.113593696,0,2.406323902,-0.555720627,0.056783691,0,0,2,0/2,2.98011,2.72827,0.187101,0.19409,0.0893868,0.0817915,24364.4,23848.4,30499.1,29836.3,38325.5,36073.1,46642.2,44357.9,1.88595,1.88995,0.109069,0,23.2046,999.9,52.2,27.2,20.8426,63.3595,23.2412,1,-0.0527591,2.17975,20.2303,5.23092,11.968,4.9708,3.28965,9999,9999,9999,367.8,4.97269,1.8767,1.87481,1.87759,1.87439,1.87803,1.87511,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.04,0.2051,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31662,31662,2.88086,2.50244,1.39893,2.34131,1.44897,2.36206,33.0875,15.5592,18,493.756,468.191,20.4895,26.2409,30.0001,26.0812,26.1595,57.7035,28.1272,50.407,20.4884,1403.52,16.1699,100.81,102.01,6
85,1663773475,511.5,9/21/22 10:17,10:17:55,5,albert,a_y_140_91,1663773468,0.001958408,1.95840788,30.52658461,1315.132555,860.4522853,78.1390323,119.4292664,0.117235963,2.760804742,0.114538843,0.071823934,321.5088457,25.7334532,25.00904444,3.181392545,54.88451806,1.670154463,3.04303385,1.511238082,-86.36578751,-110.7026065,-8.450754795,115.9896969,50.17003991,1.980549829,30.52658461,1416.605073,1363.652182,3.38351342,63.36,1.95840788,16.08231385,18.38913212,-2.96E-05,93.30333822,0,0,1,0,48392,1999.994815,1681.192366,0.840598362,0.16075484,6,0.5,0: Broadleaf,2,TRUE,1663773468,1315.132593,1378.455185,18.39142593,16.05873704,1310.102593,18.18641111,500.0558889,90.71155185,0.100029026,24.26527778,25.00904444,999.9,0,0,9996.154444,0,8.260304815,-63.32208519,1339.773704,1400.952222,2.332686296,1378.455185,16.05873704,1.668313704,1.456713704,14.60470741,12.5212,1999.994815,0.980003333,0.019996756,0,810.5331852,5.00056,16186.15926,17294.82963,37.69659259,38.375,37.30762963,37.26837037,38.46033333,1955.104074,39.89074074,0,1663773482,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.313525,0.171498687,0.100083717,0,2.360275,-0.423471445,0.043663459,0,0,2,0/2,2.97999,2.72822,0.188532,0.195503,0.0893681,0.0819709,24321.3,23806.2,30498.8,29835.9,38326,36065.5,46641.7,44357.2,1.88622,1.88975,0.110343,0,23.1973,999.9,52.2,27.2,20.8397,63.0995,23.762,1,-0.0528354,2.14019,20.2312,5.23167,11.968,4.97095,3.28965,9999,9999,9999,367.8,4.97264,1.87672,1.87484,1.87761,1.87439,1.87805,1.87515,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.07,0.205,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31662.1,31662.1,2.90405,2.50366,1.39893,2.34131,1.44897,2.4585,33.0875,15.5855,18,493.908,468.063,20.4809,26.2421,30.0001,26.0812,26.1595,58.2908,27.8323,50.407,20.4875,1423.56,16.2182,100.809,102.008,6
86,1663773480,516.5,9/21/22 10:18,10:18:00,5,albert,a_y_140_91,1663773472,0.001923248,1.923247702,30.28582446,1330.964248,871.8379587,79.1726592,120.8664727,0.115160941,2.761589729,0.112558031,0.070577731,321.505547,25.73229248,25.00412857,3.180460325,54.92156109,1.670235759,3.041129432,1.510224567,-84.81522365,-111.5568377,-8.512885224,116.6206005,50.120288,1.956501696,30.28582446,1433.635297,1380.779758,3.425766234,63.36,1.923247702,16.12355336,18.38869576,-1.94E-06,93.30333822,0,0,1,0,48330,1999.974286,1681.17511,0.840598363,0.16075484,6,0.5,0: Broadleaf,2,TRUE,1663773472,1330.964286,1394.224286,18.39239643,16.08811071,1325.906071,18.18736786,500.0726071,90.71125714,0.099951996,24.25483571,25.00412857,999.9,0,0,10000.82607,0,8.271455714,-63.26007143,1355.9025,1417.020714,2.304287857,1394.224286,16.08811071,1.668396786,1.459372857,14.60548214,12.54898214,1999.974286,0.980003321,0.019996768,0,810.0764286,5.00056,16176.91786,17294.65714,37.73864286,38.375,37.28546429,37.25657143,38.43714286,1955.083929,39.89035714,0,1663773487,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.3105925,0.630374859,0.097691912,0,2.3201515,-0.359205929,0.036483378,0,0,2,0/2,2.9803,2.72826,0.18996,0.196888,0.0893688,0.0822061,24278.9,23765.5,30499.3,29836.2,38326.9,36056.6,46642.8,44357.6,1.88627,1.89,0.109412,0,23.1914,999.9,52.2,27.2,20.8405,63.2595,23.141,1,-0.0528913,2.13036,20.2313,5.23182,11.968,4.97105,3.28965,9999,9999,9999,367.8,4.97267,1.8767,1.87483,1.8776,1.87439,1.87805,1.87509,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.11,0.205,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31662.2,31662.2,2.93579,2.49878,1.39893,2.34131,1.44897,2.41943,33.0875,15.568,18,493.945,468.24,20.4804,26.2431,30,26.0827,26.1615,58.796,27.8323,50.407,20.4792,1436.92,16.2603,100.811,102.009,6
87,1663773485,521.5,9/21/22 10:18,10:18:05,5,albert,a_y_140_91,1663773478,0.001869655,1.869654818,30.5063569,1348.695147,873.991965,79.36857113,122.4771062,0.111941613,2.759967241,0.10947911,0.068641178,321.5078785,25.73864196,24.99988889,3.179656527,54.95127582,1.670213555,3.039444545,1.509442971,-82.45177746,-112.2357843,-8.5691483,118.2511684,50.14209468,1.913733262,30.5063569,1450.88961,1397.869212,3.402464069,63.36,1.869654818,16.2019572,18.40364,5.38E-05,93.30333822,0,0,1,0,48261,1999.988889,1681.187377,0.840598359,0.160754832,6,0.5,0: Broadleaf,2,TRUE,1663773478,1348.695185,1411.955926,18.39208148,16.13808889,1343.605926,18.18706296,500.0555185,90.71155556,0.100001426,24.24559259,24.99988889,999.9,0,0,9991.205926,0,8.27461,-63.26067407,1373.965556,1435.115556,2.25399963,1411.955926,16.13808889,1.668374074,1.463911481,14.60526296,12.59627778,1999.988889,0.980003556,0.019996526,0,809.5621852,5.00056,16166.88148,17294.78889,37.73351852,38.375,37.28677778,37.26140741,38.44640741,1955.098519,39.89037037,0,1663773492,0,0,--:--:--,1661873751,1661873751,0,0.029,-0.002,3.563,0.179,420,18,0.32,0.09,-63.257055,0.113101689,0.06205222,0,2.28176525,-0.56287531,0.055373527,0,0,2,0/2,2.97996,2.72841,0.191373,0.198291,0.0894205,0.0823354,24236.4,23724,30499.1,29836.2,38324.3,36051.4,46642.1,44357.5,1.88617,1.89007,0.110596,0,23.1856,999.9,52.2,27.2,20.8409,63.1496,23.6458,1,-0.0531606,1.12174,20.2376,5.23167,11.968,4.97085,3.28965,9999,9999,9999,367.8,4.97271,1.87669,1.87483,1.87759,1.87439,1.87804,1.87509,1.87621,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.13,0.2053,1.845911212,0.003780324,-1.52E-06,3.74E-10,-0.019478102,0.005352211,0.000400068,-8.59E-07,0,2134,1,23,31662.2,31662.2,2.95898,2.50854,1.39893,2.34131,1.44897,2.43042,33.0875,15.5855,18,493.895,468.29,20.5056,26.2443,29.9998,26.0834,26.1617,59.3712,27.8323,50.407,20.8847,1456.96,16.2895,100.81,102.009,6
