SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccCO2_soda,AccH2O_hum,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,kPa,kPa,°C,°C,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,, min⁻¹,,,, min⁻¹,,,,,,V,V,,,,,,,,,,,,,V,V,mV,mV,°C,°C,%,°C,mmol mol⁻¹,%,%,,V,V,V,V,V,V,V,hrs,mg,mg,mg,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1648395327,0,20220327 10:35:27,10:35:27,none,1648395327,6.42E-08,6.42E-05,0.004521685,525.805,-2481.919865,-221.8324207,46.99611686,2.37E-06,0.578,2.37E-06,1.48E-06,0,28.54363408,25.6673,3.308397917,24.1341395,0.945285099,3.916796367,2.363112818,-0.002833022,89.63189159,33.50254271,123.1316013,4,100,1,0,0,1648395327,525.805,542.626,10.5761,10.3414,521.605,11.3741,0.162492,89.3596,0.0197647,28.5437,25.6673,999.9,0,0,0,0,309.527,-16.8204,531.426,548.296,0.234775,542.626,10.3414,0.94508,0.9241,6.09611,5.77163,0,0,0,0,16,0,105566,112.8,35.875,41.875,38.625,41.125,37.187,0,0,0,1648395527,0,13.99615385,-82.2461535,-302.564105,105735.1538,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-16.75677561,-1.060248084,0.107721089,0,0.236439317,-0.009726105,0.001147009,1,1,2,2-Jan,1.01114,2.56944,0.105301,0.10824,0.058616,0.054623,26518.8,21705.4,26633.5,23770.7,42870.1,37063,48217.9,42354,0.214925,0.215525,-0.134282,0,27.864,999.9,23.721,26.737,9.35537,0,0,0,0.143285,0,20.279,5.23466,11.989,4.9567,3.304,21.3,1685.2,9999,3096,1.86832,1.86401,1.87168,1.86248,1.86188,1.8683,1.85849,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227148.8,227148.7,0.161133,4.99756,0.302734,0,0.26123,4.99756,32.3107,15.7694,18,0.063086,-0.984167,27.5334,29.3563,30.0004,29.4182,29.3085,0,-30,-30,-999.9,400,0,111.454,98.6534
2,1648396228,900.4000001,20220327 10:50:27,10:50:27,none,1648396228,4.26E-08,4.26E-05,0.006167365,509.37,-5413.588252,-483.8579288,45.52668243,1.64E-06,0.578,1.64E-06,1.02E-06,0,29.28465635,25.4607,3.268067482,24.40091298,0.997632913,4.088506497,2.27043457,-0.001879587,119.1601841,44.65946401,163.8177685,4,100,1,0,0,1648396228,509.37,532.22,11.1619,11.0063,505.17,11.9599,0.162514,89.3594,0.0190134,29.2847,25.4607,999.9,0,0,0,0,311.33,-22.8502,515.119,538.143,0.15558,532.22,11.0063,0.99742,0.983518,6.87875,6.67447,0,0,0,0,0.2,0,106306,110.2,36.187,41.25,38.687,40.187,37.375,0,0,0,1648396427,0,-1.246153846,190.2974355,120.4444452,106212.1154,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-22.77013,-0.467034146,0.07099543,0,0.15210855,-0.012748953,0.00240383,1,1,2,2-Jan,1.01114,2.56868,0.102912,0.106776,0.0609347,0.0572868,26597.9,21778.4,26641.2,23811,42779.9,37024.8,48235.9,42430,0.211175,0.21625,-0.0778437,0,26.7355,999.9,23.892,28.339,10.3481,0,0,0,0.122716,0,20.2787,5.23256,11.9881,4.95595,3.304,21.5,1685.2,9999,3096,1.86832,1.86401,1.87167,1.86249,1.86188,1.86831,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227163.8,227163.7,0.161133,4.99756,0.306396,0,0.263672,4.99756,33.5355,15.6556,18,-0.347237,-0.916558,28.5361,29.2563,30,29.3231,29.2241,0,-30,-30,-999.9,400,0,111.492,98.8271
3,1648397128,1800.4,20220327 11:05:27,11:05:27,none,1648397128,1.93E-08,1.93E-05,0.008096641,488.481,-16770.27435,-1499.1353,43.66649554,7.36E-07,0.578,7.36E-07,4.60E-07,0,29.47718029,25.5418,3.283847527,24.21472558,1.001078821,4.134173719,2.282768706,-0.000849295,122.6315346,46.0234075,168.6540928,4,100,1,0,0,1648397128,488.481,516.15,11.1987,11.1337,484.281,11.9967,0.175779,89.3743,0.0181135,29.4772,25.5418,999.9,0,0,0,0,306.909,-27.6684,494.013,521.961,0.0649986,516.15,11.1337,1.00088,0.995071,6.9292,6.84441,0,0,0,0,23,0,104987,110.8,36.25,41.25,38.687,40.25,37.437,0,0,0,1648397327,0,4.507692308,2.222222501,90.70085528,104933.5769,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-27.497045,-0.745717824,0.07612718,0,0.06991277,-0.026970421,0.002721093,1,1,2,2-Jan,1.01123,2.56779,0.0997959,0.104461,0.0610883,0.0577983,26677.9,21845.8,26628.9,23823,42755.6,37027.8,48216.5,42456.6,0.212525,0.21625,-0.0795573,0,26.8445,999.9,24.148,29.416,11.1304,0,0,0,0.123643,0,20.2792,5.23406,11.9902,4.95675,3.304,21.8,1685.2,9999,3096,1.86834,1.86401,1.87164,1.86249,1.86188,1.8683,1.85841,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227178.8,227178.7,0.161133,4.99756,0.307617,0,0.264893,4.99756,34.1905,15.5592,18,-0.199217,-0.916509,28.7546,29.2681,30,29.3229,29.2216,0,-30,-30,-999.9,400,0,111.445,98.8845
4,1648398028,2700.5,20220327 11:20:27,11:20:27,none,1648398028,-3.88E-09,-3.88E-06,0.011567014,470.498,126457.8884,11300.84411,42.0458116,-1.44E-07,0.578,-1.44E-07,-8.99E-08,0,29.61460397,25.8619,3.34678277,23.84316339,0.993554348,4.167040804,2.353228423,0.000171113,116.9383951,43.98690533,160.9254715,4,100,1,0,0,1648398028,470.498,500.338,11.118,11.1279,466.298,11.916,0.232544,89.3459,0.0185853,29.6146,25.8619,999.9,0,0,0,0,307.329,-29.8398,475.788,505.968,-0.00997639,500.338,11.1279,0.993344,0.994235,6.81912,6.83218,0,0,0,0,10.8,0,105219,111.7,36.312,41.375,38.812,40.375,37.5,0,0,0,1648398228,0,4.964,-30.28461544,-5.846154471,105139.48,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-29.85480976,0.128726132,0.039947135,0,-0.010850325,0.006061886,0.001163608,1,1,2,2-Jan,1.01163,2.56826,0.0969958,0.102077,0.0607419,0.057746,26745.5,21909.9,26614.1,23829.7,42750.8,37044.1,48193.5,42473.2,0.2098,0.215875,-0.0636429,0,26.9037,999.9,24.295,30.242,11.7468,0,0,0,0.128791,0,20.2794,5.23017,11.9876,4.9568,3.304,22,1685.1,9999,3096,1.8683,1.86401,1.87164,1.86249,1.86188,1.86834,1.85847,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227193.8,227193.7,0.161133,4.99756,0.308838,0,0.266113,4.99756,34.6006,15.4717,18,-0.497372,-0.951541,28.886,29.3495,30.0001,29.4039,29.3019,0,-30,-30,-999.9,400,0,111.388,98.9194
5,1648398928,3600.5,20220327 11:35:27,11:35:27,none,1648398928,-2.61E-08,-2.61E-05,0.012270023,454.986,20563.57856,1837.281596,40.65135851,-9.54E-07,0.578,-9.54E-07,-5.97E-07,0,29.6530267,25.9673,3.367734876,23.55740073,0.98381995,4.17626699,2.383914925,0.001151127,114.850599,43.23250415,158.0842542,4,100,1,0,0,1648398928,454.986,486.468,11.0113,11.0776,450.786,11.8093,0.233622,89.3281,0.0182942,29.653,25.9673,999.9,0,0,0,0,307.162,-31.4821,460.052,491.917,-0.0663481,486.468,11.0776,0.983616,0.989543,6.67593,6.76331,0,0,0,0,14.9,0,104938,109.7,36.375,41.437,38.875,40.375,37.562,0,0,0,1648399128,0,4.544,10.17692273,-133.6923068,104987.16,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-31.46331463,0.150562369,0.029290318,0,-0.064702568,-0.008878003,0.00125008,1,1,2,2-Jan,1.01163,2.56797,0.0945574,0.0999745,0.0603089,0.0575328,26805.6,21967.1,26602.1,23836.3,42753.3,37065.8,48174,42488.5,0.209875,0.21565,-0.0588819,0,26.9311,999.9,24.374,30.827,12.1893,0,0,0,0.131019,0,20.279,5.23421,11.9869,4.95645,3.304,22.3,1685.1,9999,3096,1.8683,1.86401,1.87164,1.86248,1.86188,1.86829,1.85841,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227208.8,227208.7,0.159912,4.99756,0.310059,0,0.266113,4.99756,34.8525,15.3754,18,-0.488458,-0.972513,28.9446,29.3772,30,29.4315,29.3312,0,-30,-30,-999.9,400,0,111.342,98.952
6,1648399828,4500.9,20220327 11:50:28,11:50:28,none,1648399828,-6.92E-08,-6.92E-05,0.014293974,441.114,9106.691915,813.345832,39.39720776,-2.58E-06,0.578,-2.58E-06,-1.61E-06,0,29.68117082,25.677,3.310302095,23.17423814,0.969385269,4.183029721,2.340916826,0.003053215,124.7723047,46.90620837,171.6815662,4,100,1,0,0,1648399828,441.114,474.751,10.8538,11.0153,436.914,11.6518,0.254424,89.2947,0.0182843,29.6811,25.677,999.9,0,0,0,0,309.021,-33.6365,445.955,480.039,-0.161514,474.751,11.0153,0.969186,0.983608,6.4612,6.67581,0,0,0,0,-6.7,0,105613,113.2,36.437,41.5,38.937,40.437,37.625,0,0,0,1648400028,0,4.244,110.5692309,154.2307678,105576.76,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-33.51602195,-0.187699652,0.053681293,0,-0.156696268,-6.41E-05,0.001052829,1,1,2,2-Jan,1.01178,2.56796,0.0923189,0.0981501,0.0596608,0.0572589,26858.3,22015.7,26589,23840.9,42764,37085.8,48152.9,42499.2,0.208425,0.215775,-0.0767037,0,26.9328,999.9,24.423,31.229,12.5016,0,0,0,0.134276,0,20.2791,5.23361,11.9881,4.9565,3.304,22.5,1685.1,9999,3096,1.8683,1.86401,1.87165,1.86249,1.86188,1.86829,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227223.8,227223.7,0.159912,4.99756,0.311279,0,0.267334,4.99756,35.0825,15.2615,18,-0.646554,-0.96087,28.9988,29.4328,30.0001,29.4869,29.385,0,-30,-30,-999.9,400,0,111.291,98.9749
7,1648400728,5401,20220327 12:05:28,12:05:28,none,1648400728,-6.59E-08,-6.59E-05,0.011800715,430.76,7791.901066,695.599206,38.45484066,-2.51E-06,0.578,-2.51E-06,-1.57E-06,0,29.70806745,25.3999,3.256280802,22.97862154,0.962692243,4.189512593,2.293588559,0.002908125,134.24529,50.40481833,184.6530165,4,100,1,0,0,1648400728,430.76,465.211,10.7838,10.9747,426.56,11.5818,0.205027,89.2541,0.0179788,29.708,25.3999,999.9,0,0,0,0,306.599,-34.4512,435.456,470.374,-0.190849,465.211,10.9747,0.962501,0.979535,6.36077,6.61548,0,0,0,0,6.8,0,104696,110.3,36.5,41.5,38.937,40.5,37.687,0,0,0,1648400928,0,-8.653846154,-16.88205087,-0.61538504,104689.9231,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-34.462475,0.404994371,0.053475129,0,-0.191962375,0.016458923,0.001990734,1,1,2,2-Jan,1.01143,2.56765,0.0906131,0.0966364,0.0593531,0.0570674,26896.1,22055.5,26576.7,23844.2,42760,37101.1,48132.7,42508.2,0.209,0.21615,-0.093922,0,26.9379,999.9,24.399,31.552,12.7265,0,0,0,0.137195,0,20.2794,5.23451,11.9875,4.956,3.304,22.8,1685.1,9999,3096,1.86829,1.86401,1.87164,1.86249,1.86188,1.86829,1.85849,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227238.8,227238.7,0.159912,4.99756,0.311279,0,0.267334,4.99756,35.1978,15.139,18,-0.585125,-0.925892,29.0472,29.4759,29.9999,29.5273,29.4279,0,-30,-30,-999.9,400,0,111.242,98.9933
8,1648401628,6301,20220327 12:20:28,12:20:28,none,1648401628,-2.63E-08,-2.63E-05,0.005521313,424.048,9338.809132,833.4777905,37.84578795,-9.68E-07,0.578,-9.68E-07,-6.05E-07,0,29.7567269,25.7794,3.330462405,22.92597122,0.9631823,4.201271524,2.367280105,0.001160093,123.9371862,46.63361549,170.5719618,4,100,1,0,0,1648401628,424.048,457.335,10.7921,10.9493,419.848,11.5901,0.0993209,89.2308,0.0180302,29.7567,25.7794,999.9,0,0,0,0,315.141,-33.2874,428.674,462.398,-0.157192,457.335,10.9493,0.962987,0.977013,6.36808,6.57801,0,0,0,0,-7.6,0,107428,112.4,36.5,41.5,39,40.5,37.687,0,0,0,1648401828,0,0.592307692,6.755554473,-158.0854689,107475.5385,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-33.35193659,0.312357491,0.050048522,0,-0.155343878,0.01153085,0.002246146,1,1,2,2-Jan,1.01069,2.5677,0.0895078,0.0953964,0.0593709,0.0569531,26919.4,22090.6,26567.4,23849.4,42745.4,37115.3,48117.2,42519.3,0.21125,0.216825,-0.0732839,0,26.979,999.9,24.35,31.753,12.8507,0,0,0,0.136331,0,20.2791,5.23346,11.9903,4.95655,3.304,23,1685.1,9999,3096,1.86829,1.86401,1.87164,1.86249,1.86188,1.86829,1.85847,1.86491,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227253.8,227253.7,0.159912,4.99756,0.311279,0,0.267334,4.99756,35.2902,15.0251,18,-0.339173,-0.862832,29.053,29.4708,30,29.5248,29.4254,0,-30,-30,-999.9,400,0,111.205,99.0175
9,1648402529,7201.4,20220327 12:35:28,12:35:28,none,1648402529,-2.72E-08,-2.72E-05,0.006608769,419.003,10781.67387,961.9336865,37.38316567,-9.97E-07,0.578,-9.97E-07,-6.23E-07,0,29.72232783,25.8196,3.338406169,22.936573,0.961721892,4.192962442,2.376684277,0.001200004,121.6125655,45.76018401,167.3739495,4,100,1,0,0,1648402529,419.003,450.13,10.7793,10.9063,414.803,11.5773,0.12717,89.2016,0.017727,29.7223,25.8196,999.9,0,0,0,0,313.02,-31.127,423.569,455.093,-0.12699,450.13,10.9063,0.961534,0.972861,6.34618,6.51616,0,0,0,0,-5.4,0,106793,111.7,36.437,41.5,38.937,40.5,37.687,0,0,0,1648402728,0,-3.073076923,129.6854698,-427.9316208,106814.5,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-31.17418293,0.101454355,0.040000207,0,-0.128732,0.000293268,0.000981228,1,1,2,2-Jan,1.01089,2.5674,0.0886631,0.094248,0.0593037,0.0567673,26935.3,22123.5,26558.4,23854.6,42735,37131.5,48102,42529.5,0.21635,0.2168,-0.0714436,0,26.989,999.9,24.325,31.914,12.957,0,0,0,0.135434,0,20.2791,5.23286,11.9873,4.95665,3.304,23.3,1685.1,9999,3096,1.86829,1.86401,1.87164,1.86249,1.86188,1.86829,1.85846,1.8649,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227268.8,227268.7,0.159912,4.99756,0.311279,0,0.267334,4.99756,35.3596,14.9113,18,0.21846,-0.86516,29.0408,29.4607,30,29.5121,29.4118,0,-30,-30,-999.9,400,0,111.169,99.0406
10,1648403429,8101.4,20220327 12:50:28,12:50:28,none,1648403429,-2.04E-08,-2.04E-05,0.005239659,414.792,11166.81116,995.9468399,36.99451668,-7.62E-07,0.578,-7.62E-07,-4.76E-07,0,29.64272089,25.6001,3.295232344,23.05416945,0.962232737,4.173790512,2.332999607,0.00090065,125.9720084,47.33002515,173.3029342,4,100,1,0,0,1648403429,414.792,443.534,10.7888,10.8998,410.592,11.5868,0.109203,89.1706,0.0175152,29.6427,25.6001,999.9,0,0,0,0,315.623,-28.7424,419.316,448.422,-0.110992,443.534,10.8998,0.962045,0.971942,6.3539,6.50243,0,0,0,0,2.1,0,107406,112.8,36.437,41.437,38.875,40.437,37.625,0,0,0,1648403628,0,1.834615385,117.3435904,-741.2649573,107619.3846,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-28.80835366,0.343394425,0.052038837,0,-0.110404512,0.002634878,0.00105995,1,1,2,2-Jan,1.01076,2.56719,0.0879541,0.0931912,0.0593262,0.0567274,26948.8,22153.2,26550.9,23858.6,42722.1,37141,48088.6,42538.6,0.217025,0.2171,-0.0782311,0,26.881,999.9,24.271,32.075,13.0514,0,0,0,0.133117,0,20.2795,5.23361,11.9884,4.9572,3.304,23.5,1685.1,9999,3096,1.86829,1.86401,1.87164,1.86249,1.86188,1.86829,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227283.8,227283.7,0.159912,4.99756,0.3125,0,0.268555,4.99756,35.4291,14.7975,18,0.293489,-0.837108,28.9943,29.4252,30.0001,29.4783,29.3774,0,-30,-30,-999.9,400,0,111.138,99.0601
11,1648404329,9001.5,20220327 13:05:28,13:05:28,none,1648404329,-4.53E-08,-4.53E-05,0.012653317,411.538,12042.23811,1073.615852,36.69033252,-1.70E-06,0.578,-1.70E-06,-1.06E-06,0,29.66014631,25.5113,3.277905193,23.0425891,0.962713571,4.177974822,2.315191622,0.001996506,129.281321,48.55621001,177.8395276,4,100,1,0,0,1648404329,411.538,437.381,10.7983,10.8899,407.338,11.5963,0.293341,89.1369,0.017279,29.6601,25.5113,999.9,0,0,0,0,319.028,-25.8433,416.03,442.197,-0.0915384,437.381,10.8899,0.962531,0.970691,6.36122,6.48372,0,0,0,0,15.7,0,108548,115.2,36.375,41.437,38.875,40.375,37.562,0,0,0,1648404529,0,1.132,51.9384618,107.9230768,108632.36,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-25.8894225,0.048332083,0.026492145,1,-0.090526603,-0.009502972,0.001089684,1,2,2,2-Feb,1.01205,2.56695,0.0873996,0.0921979,0.059349,0.0566743,26958.8,22181.9,26544.4,23863.3,42710.5,37151.3,48076.6,42547.8,0.210475,0.21605,-0.0849441,0,26.9022,999.9,24.246,32.166,13.1108,0,0,0,0.130615,0,20.2793,5.23436,11.9918,4.9559,3.304,23.8,1685,9999,3096,1.86832,1.86401,1.87164,1.86249,1.86188,1.86829,1.85847,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227298.8,227298.7,0.159912,4.99756,0.3125,0,0.267334,4.99756,35.4523,14.6837,18,-0.422468,-0.935161,28.9562,29.3798,30.0001,29.4338,29.3321,0,-30,-30,-999.9,400,0,111.111,99.0809
12,1648405229,9901.5,20220327 13:20:28,13:20:28,none,1648405229,-2.59E-08,-2.59E-05,0.006157583,412.145,9959.518846,887.504873,36.72674368,-1.01E-06,0.578,-1.01E-06,-6.31E-07,0,29.55942652,25.0871,3.196226604,23.15989802,0.962017996,4.153809291,2.234208608,0.001142738,139.3619485,52.20577187,191.5688631,4,100,1,0,0,1648405229,412.145,433.296,10.7957,10.8839,407.945,11.5937,0.174372,89.094,0.0172198,29.5594,25.0871,999.9,0,0,0,0,318.602,-21.1509,416.643,438.064,-0.0882025,433.296,10.8839,0.961835,0.969693,6.35072,6.46879,0,0,0,0,5.3,0,96114.6,115.3,36.312,41.312,38.812,40.312,37.5,0,0,0,1648405429,0,3.448,-97.34615395,464.6538463,96132.42,15,0,--:--:--,1634766402,1634766407,0,-0.787,-0.159,4.2,-0.798,434,18,0.46,0.22,-21.3977275,1.245774484,0.123683121,0,-0.088670018,0.001130948,0.00084356,1,1,2,2-Jan,1.01122,2.56689,0.0874749,0.0915232,0.0593222,0.0566341,26959,22201.3,26546.1,23865.8,42722.2,37157.5,48088.2,42552.9,0.2093,0.2185,-0.102155,0,26.7606,999.9,24.222,32.216,13.1421,0,0,0,0.126817,0,20.2792,5.23331,11.989,4.95665,3.304,24,1685,9999,3096,1.86829,1.86401,1.87164,1.86249,1.86188,1.8683,1.85848,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,-0.798,4.2,0,0,0,-0.798,0,0,0,-1,-1,-1,-1,227313.8,227313.7,0.159912,4.99756,0.3125,0,0.267334,4.99756,35.4291,14.5698,18,-0.548883,-0.70629,28.8795,29.2396,29.9999,29.357,29.2602,0,-30,-30,-999.9,400,0,111.13,99.0922
